"village","examinations","positives","negatives","prevalence","x","y","longitude","latitude","water.distance.km","elevation.km","features.index","features.distance.km"
"bungulu",30,7,23,0.233333333333333,2087779.23870932,433662.674710071,18.75484,3.89266,1.32619143904711,0.358815032958984,1174,5.52096767211693
"gbabegua",30,4,26,0.133333333333333,2105805.20385347,454946.075215147,18.91677,4.083389,0.912272829746846,0.389077056884766,917,6.03735759486421
"masse",30,7,23,0.233333333333333,2081932.73905286,424758.141391284,18.70232,3.81285,1.8888794094348,0.355634368896484,1305,4.56316723810483
"ngombe salongo",30,16,14,0.533333333333333,2074275.07128119,430632.294851521,18.63353,3.8655,10.5782910305,0.352561340332031,1172,2.24056777619381
"lisimbo/batanga",30,16,14,0.533333333333333,2069922.47919117,413628.913989109,18.59443,3.71309,5.10416877337757,0.36784423828125,1438,4.05201535119504
"motonga",30,11,19,0.366666666666667,2076438.0089873,419658.574710441,18.65296,3.76714,0.19520269044539,0.368081512451172,1304,4.39401100331429
"elaka/mboma",30,13,17,0.433333333333333,2075842.44971156,439347.690536592,18.64761,3.94361,10.8293568673904,0.34827099609375,1043,6.29231032621685
"mboma 3",30,8,22,0.266666666666667,2076432.44301276,440857.430250904,18.65291,3.95714,9.25420549037323,0.346402282714844,1043,5.68317379315541
"worobe",30,18,12,0.6,2088559.58833978,487042.339993183,18.76185,4.37093,4.16946771771238,0.375943267822266,459,4.72511473052529
"nzongode",30,12,18,0.4,2093553.38069677,491434.538521464,18.80671,4.41027,2.46359084006528,0.401709228515625,459,1.92617148032222
"bakena",30,12,18,0.4,2105969.95669985,489965.236359115,18.91825,4.39711,0.882473044594404,0.397622222900391,460,3.8997221064407
"bawuga",30,7,23,0.233333333333333,2125224.88902236,497310.891660156,19.09122,4.4629,1.12150882081788,0.436977691650391,377,4.27076389840086
"gbagulugu",30,6,24,0.2,2128057.63610458,508886.188310215,19.116667,4.56656,4.69169900777689,0.489663360595703,299,4.22792436228015
"bazene",30,19,11,0.633333333333333,2114154.16566297,512399.529508138,18.99177,4.59802,3.60797763185092,0.541470275878906,297,3.02721249260354
"q sango",30,11,19,0.366666666666667,2073759.66203881,406795.372626128,18.6289,3.65183,11.5865281885886,0.346770904541016,1438,3.79522133247255
"boketa",30,1,29,0.0333333333333333,2100693.41283625,420238.691243037,18.87085,3.77234,2.80128464244279,0.368650512695313,1307,1.38435039779469
"bombaolo",39,18,21,0.461538461538462,2135843.65524913,401124.534692858,19.18661,3.60099,2.47283530495598,0.369339752197266,1578,3.87897574977999
"kogba",31,4,27,0.129032258064516,2232160.61826819,411771.563057992,20.05184,3.69644,2.95466246879575,0.406443664550781,1454,1.57651497980645
"vele",30,2,28,0.0666666666666667,2232160.61826819,412215.539262415,20.05184,3.70042,2.9872867749729,0.388869873046875,1454,2.0200051731189
"bobakutu 3",30,2,28,0.0666666666666667,2232299.76763169,394164.693920596,20.05309,3.53859,0.701514646370119,0.407177978515625,1723,3.97367547370949
"boyasebego 1&2",30,3,27,0.1,2238921.05094407,389342.156609554,20.11257,3.49535,2.6550840137053,0.483896911621094,1724,3.26988055148702
"gilinga centre",30,3,27,0.1,2213180.64508794,368897.882130783,19.88134,3.31202,1.79278242879052,0.484101470947266,1995,1.70472826130596
"botolo",30,7,23,0.233333333333333,2206646.19097838,396025.066652421,19.82264,3.55527,3.6768453891256,0.430509094238281,1585,6.18735747364808
"bokada gbangbo",30,4,26,0.133333333333333,2188393.134073,410872.461568949,19.65867,3.68838,1.46384627551444,0.363974853515625,1450,3.74537317364701
"bombura",30,3,27,0.1,2185432.0356179,412242.311760595,19.63207,3.70066,0.47702257371267,0.366273590087891,1449,3.92906377477238
"bogose nubea",30,2,28,0.0666666666666667,2198988.52320671,397691.400288199,19.75385,3.57021,2.28506777763193,0.367914825439453,1585,3.97729854747963
"bodorugba 1",30,3,27,0.1,2174256.67193717,431850.683295235,19.53168,3.87642,2.66554981043015,0.404036895751953,1182,2.7357185286507
"bodua",30,5,25,0.166666666666667,2198967.37250346,378623.84465622,19.75366,3.39924,1.66306726439943,0.502566436767578,1857,3.48515534064676
"kanza",30,4,26,0.133333333333333,2207849.55467385,369416.050506189,19.83345,3.316667,1.28795064643377,0.513661743164063,1995,4.29916172633228
"mogila",30,17,13,0.566666666666667,2211176.89425366,371533.909293285,19.86334,3.33566,1.63672849232793,0.506686279296875,1995,1.61154596207962
"gbakata",20,8,12,0.4,2221449.45686407,363841.212248447,19.95562,3.26667,1.26981803843377,0.424456329345703,2132,3.69761827598699
"bombawili",31,19,12,0.612903225806452,2214260.44414864,360715.892132086,19.89104,3.23864,3.32833130940062,0.443223999023438,2131,2.24405507336871
"bobazolo dongo",30,11,19,0.366666666666667,2185699.20239581,356467.914530877,19.63447,3.20054,0.438072846642432,0.378614074707031,2128,5.19878141364958
"gbasambia",30,1,29,0.0333333333333333,2185376.37587251,343219.913219828,19.63157,3.08171,1.44376556265419,0.368794738769531,2400,4.47452475606473
"bodiawa",17,6,11,0.352941176470588,2206723.00142702,348326.954777372,19.82333,3.12752,0.260869454571655,0.399531829833984,2266,5.00819725293514
"bogamana",21,7,14,0.333333333333333,2207304.08916896,353960.455554889,19.82855,3.17805,0.390383778001116,0.417587738037109,2267,6.07813191889414
"bodongbo dale",18,8,10,0.444444444444444,2218537.33898491,340678.180305943,19.92946,3.05891,1.58918211478043,0.39396484375,2404,3.57232387929683
"zekefia",30,4,26,0.133333333333333,2210290.79110695,320017.422430529,19.85538,2.87356,3.68045585471093,0.444923980712891,2678,1.79538153343699
"bogalengba 2",30,0,30,0,2215450.44950522,327324.927905836,19.90173,2.93912,3.02546666563619,0.424326110839844,2540,4.4305175165841
"bozagba soa",30,2,28,0.0666666666666667,2219108.40797268,319776.669834999,19.93459,2.8714,0.795619325306023,0.442687255859375,2679,2.99838023048947
"landangai 1",30,10,20,0.333333333333333,2067696.0893753,477243.898141715,18.57443,4.28316,5.0632407933659,0.358556640625,557,5.28355710122927
"mbayi rive",30,18,12,0.6,2072587.46780076,471433.687775974,18.61837,4.23111,10.3457575938142,0.360988800048828,668,1.33760455088583
"banga/gbala",30,5,25,0.166666666666667,2073982.3010204,475508.04962782,18.6309,4.26761,6.04308870359379,0.386060485839844,557,5.06145402674362
"bondolo",30,4,26,0.133333333333333,2077931.91655375,471491.732126787,18.66638,4.23163,7.78903525685945,0.409688873291016,669,4.3426446138715
"wenze champ",30,2,28,0.0666666666666667,2076696.27020594,471956.088336904,18.65528,4.23579,9.10904050446529,0.384985687255859,668,4.94265250109601
"molet",30,5,25,0.166666666666667,2089942.17641543,460554.403708142,18.77427,4.13364,0.545846770950343,0.375743804931641,791,2.16463268435998
"landangayi 2",30,14,16,0.466666666666667,2073354.45909233,466983.364488282,18.62526,4.19124,10.8791544460318,0.353992980957031,668,3.45841841502255
"boso maleba",30,5,25,0.166666666666667,2311734.79591348,196695.641216373,20.766667,1.766667,2.93134803939694,0.390912963867187,4402,3.51831392866846
"mowaka/bosonzengene",30,6,24,0.2,2313590.04654704,174422.309000153,20.783333,1.566667,0.869912882694501,0.359514617919922,4832,4.48775214041515
"ngwele (bodende)",30,9,21,0.3,2322866.74499281,196695.641216373,20.866667,1.766667,2.9669709503607,0.438645660400391,4403,3.58954070232716
"bosolikolo",30,10,20,0.333333333333333,2345130.64315146,178134.338911703,21.066667,1.6,3.59908981363344,0.370683685302734,4692,3.68503790081672
"bosodjanoa",30,5,25,0.166666666666667,2380381.741023,191127.093951961,21.383333,1.716667,8.19657296906619,0.438396209716797,4553,1.93364426014155
"bobila nord",30,7,23,0.233333333333333,2343275.28119841,202264.338368118,21.05,1.816667,0.811083004803036,0.360435607910156,4405,2.38921525536451
"ngumu",30,5,25,0.166666666666667,2385947.71556267,224540.710839496,21.433333,2.016667,0.257558755184188,0.355056793212891,4116,5.81780885373836
"boso mongbangba",30,13,17,0.433333333333333,2282049.56126211,198551.782487362,20.5,1.783333,3.80726487856435,0.392492065429688,4399,1.64570826272201
"boso disi",30,12,18,0.4,2267206.99959617,198551.782487362,20.366667,1.783333,1.19607966338752,0.356261932373047,4398,5.14061209158293
"boso gomu",30,1,29,0.0333333333333333,2270917.61218278,198551.782487362,20.4,1.783333,2.00774313441324,0.37910498046875,4398,2.01298456929001
"boso kwanga",30,3,27,0.1,2263496.27569007,200408.05194296,20.333333,1.8,2.82707516938845,0.363735778808594,4397,1.43470231059801
"boso ngoa",30,15,15,0.5,2252364.32661074,198551.782487362,20.233333,1.783333,0.385435838500013,0.369770263671875,4396,1.67035005224937
"boso mogbula",30,5,25,0.166666666666667,2235666.40299175,196695.641216373,20.083333,1.766667,3.07331963218153,0.370013519287109,4394,5.0143910771937
"boso lingo",30,11,19,0.366666666666667,2239377.12689785,198551.782487362,20.116667,1.783333,1.51581090062854,0.350157623291016,4395,3.16191119737526
"boso dzengo",30,0,30,0,2220823.84132581,191127.093951961,19.95,1.716667,0.112960444415039,0.368090789794922,4537,1.5605631224931
"boso mokili",30,3,27,0.1,2202270.55575377,187414.736036663,19.783333,1.683333,4.19796517392235,0.383576690673828,4535,2.7892375006723
"boy",30,6,24,0.2,2192993.96862749,183702.552959203,19.7,1.65,4.74244567238744,0.395140411376953,4677,3.62320998314152
"bogandanga centre",32,3,29,0.09375,2343275.28119841,166998.313752922,21.05,1.5,5.3976367439429,0.397930755615234,4835,3.41596098270856
"mangealiko",30,7,23,0.233333333333333,2306168.82137381,163286.457260304,20.716667,1.466667,2.77040197361251,0.354832092285156,4973,5.1268872896555
"baolongo",30,18,12,0.6,2311734.79591348,165142.322838386,20.766667,1.483333,2.26091441282555,0.352449432373047,4974,4.95689943692378
"bokenda",30,9,21,0.3,2376671.12843639,152151.103137444,21.35,1.366667,2.92213345713915,0.458936614990234,5122,4.9922145226125
"botewa (ekombe)",30,7,23,0.233333333333333,2402645.63918166,141016.21266979,21.583333,1.266667,2.68766850291288,0.4416494140625,5266,0.996931254089417
"bolima likote",30,28,2,0.933333333333333,2443462.82291235,133593.156061576,21.95,1.2,1.37392117348138,0.381154418945312,5410,3.66772699639951
"bongila",30,7,23,0.233333333333333,2443462.82291235,126170.280373964,21.95,1.133333,3.01014207981787,0.439323547363281,5410,4.25871696984881
"lilenga",30,8,22,0.266666666666667,2450884.15940507,118747.686887797,22.016667,1.066667,0.701741116962923,0.45073876953125,5550,1.87735748975278
"songo mboyo loka",30,9,21,0.3,2419343.56280065,141016.21266979,21.733333,1.266667,4.00336330174424,0.433925811767578,5268,2.85361969847564
"lingoyi",30,6,24,0.2,2397079.66464199,226397.12080001,21.533333,2.033333,2.79842683445182,0.358118560791016,3971,6.27820402961124
"kodolo",30,11,19,0.366666666666667,2398935.02659505,196695.641216373,21.55,1.766667,3.43871832518747,0.44802978515625,4411,4.70470269360922
"bosondjo",30,5,25,0.166666666666667,2423054.28670675,205976.851379142,21.766667,1.85,0.0631966217291237,0.407614654541016,4267,4.33204976643663
"bosoadula",35,8,27,0.228571428571429,2410066.97567437,230110.22117651,21.65,2.066667,5.1684694666703,0.362495880126953,3972,2.0120508855942
"bosopelindo",30,6,24,0.2,2419343.56280065,233823.288113416,21.733333,2.1,0.59681141236765,0.356755004882812,3973,4.5409849188393
"bososimba",30,6,24,0.2,2417488.31216709,213402.199330629,21.716667,1.916667,3.73224163161302,0.385013397216797,4267,5.59723217383663
"ilili",30,7,23,0.233333333333333,2463871.35911796,174422.309000153,22.133333,1.566667,4.34095666714209,0.383659301757812,4847,4.59023458581757
"yatota",30,0,30,0,2421198.9247537,256103.620075784,21.75,2.3,0.886102445022981,0.417304565429688,3536,4.18678301539429
"bodunga",30,2,28,0.0666666666666667,2432330.87383303,256103.620075784,21.85,2.3,4.12770002355942,0.402203826904297,3537,4.10149531745395
"ebata",30,7,23,0.233333333333333,2419343.56280065,278387.075954234,21.733333,2.5,2.77499799287328,0.472774017333984,3255,3.27860123900418
"yapambo bilia",30,6,24,0.2,2434186.23578608,265387.960945071,21.866667,2.383333,0.187888490533864,0.382272064208984,3396,5.25144032725822
"yatele",30,0,30,0,2424909.53734031,272815.904220036,21.783333,2.45,1.71953244548674,0.417838134765625,3395,3.85742877816307
"yalikulu",30,2,28,0.0666666666666667,2426764.89929336,280244.217302812,21.8,2.516667,4.22436420815559,0.491405792236328,3255,4.68799137736704
"bolupi",30,2,28,0.0666666666666667,2450884.15940507,256103.620075784,22.016667,2.3,1.99294924627519,0.365998046875,3539,4.26392948471062
"yasongo",30,2,28,0.0666666666666667,2447173.43549897,259817.26795695,21.983333,2.333333,0.557839804906565,0.367317321777344,3539,4.91840847075819
"yambomi",30,8,22,0.266666666666667,2419343.56280065,293244.546115977,21.733333,2.633333,2.36409740880064,0.451472778320313,3115,4.09370447925484
"yangondu",30,4,26,0.133333333333333,2398935.02659505,302531.364914233,21.55,2.716667,3.69549788080439,0.485978210449219,2974,3.91419771455743
"yangome",30,2,28,0.0666666666666667,2434186.23578608,304388.715798808,21.866667,2.733333,3.89746917473521,0.414320556640625,2977,4.69218254387081
"yanbonzo",30,3,27,0.1,2443462.82291235,306246.203924421,21.95,2.75,0.477456507580453,0.413204956054687,2839,4.18699767063215
"bokoyi bwehe",30,3,27,0.1,2456450.13394473,317391.460328862,22.066667,2.85,0.915262997307535,0.437828704833984,2702,5.19572501947779
"yamolembeya 2",30,0,30,0,2476858.67015034,304388.715798808,22.25,2.733333,1.00298018238409,0.439256591796875,2981,6.35856162977382
"bokoyi benzale",30,0,30,0,2476858.67015034,319249.133447156,22.25,2.866667,2.51675773192118,0.468484649658203,2704,4.87462246074487
"bodzogi",30,6,24,0.2,2480569.28273695,330395.523004898,22.283333,2.966667,3.04702222404055,0.435426513671875,2567,1.5208389961416
"bongolu",30,1,29,0.0333333333333333,2500977.93026204,309961.146745188,22.466667,2.783333,2.97026312328479,0.510051330566406,2845,1.12428561466288
"lilongo",30,0,30,0,2506543.90480171,321106.722164647,22.516667,2.883333,1.87560789927907,0.483350982666016,2707,4.55840786419197
"bokongwa",30,4,26,0.133333333333333,2536229.02813359,326679.875167155,22.783333,2.933333,0.667944767291173,0.482512268066406,2572,5.44152024534684
"yamamba",30,4,26,0.133333333333333,2526952.44100731,332253.277386018,22.7,2.983333,2.33857278725052,0.498986145019531,2571,5.29109996328202
"bodaba",30,13,17,0.433333333333333,2506543.90480171,334111.17140196,22.516667,3,1.67073839241535,0.487701782226563,2569,5.93891115385313
"bosanga",30,1,29,0.0333333333333333,2530663.05359392,326679.875167155,22.733333,2.933333,0.25068161958484,0.455509094238281,2572,3.79099490630265
"bongeleza",30,2,28,0.0666666666666667,2541795.00267325,319249.133447156,22.833333,2.866667,4.02055982734071,0.517095153808594,2711,0.989215053520673
"yakambili",30,0,30,0,2473148.05756372,295101.881834916,22.216667,2.65,3.71136049450295,0.5006396484375,3120,5.02017699447519
"lokele mongala",30,7,23,0.233333333333333,2506543.90480171,239393.093130418,22.516667,2.15,3.31912945582427,0.368849792480469,3834,4.5385728825952
"lokele molua",30,10,20,0.333333333333333,2497267.20635594,241249.772276754,22.433333,2.166667,2.41083815809115,0.42,3834,4.92374597401136
"bopoto",30,4,26,0.133333333333333,2500977.93026204,243106.360456602,22.466667,2.183333,1.40754026850114,0.360637725830078,3834,3.10984511785144
"yadiko",30,11,19,0.366666666666667,2523241.8284207,282101.27096761,22.666667,2.533333,0.685273398318174,0.406372772216797,3265,2.23198368816632
"yamongili",30,0,30,0,2523241.8284207,280244.217302812,22.666667,2.516667,1.15619072772857,0.402237121582031,3265,1.16563155503792
"yaliaki",30,7,23,0.233333333333333,2521386.46646765,263531.115286948,22.65,2.366667,3.0443500517604,0.430020874023438,3546,3.4046479923607
"yamombenga",30,3,27,0.1,2528807.80296036,235679.906904638,22.716667,2.116667,6.72861695833146,0.373709564208984,3837,5.57629449750798
"yakoi (yalimbusu)",30,12,18,0.4,2504688.54284866,270958.856271096,22.5,2.433333,0.490472252884912,0.407674621582031,3403,2.72019082725826
"monongo",30,5,25,0.166666666666667,2508399.15543527,243106.360456602,22.533333,2.183333,7.19051597296414,0.366234191894531,3835,4.68939879470977
"bosende",30,7,23,0.233333333333333,2523241.8284207,261674.180538174,22.666667,2.35,0.892867708046319,0.435899688720703,3546,1.880900676237
"bongolu",30,12,18,0.4,2547360.97721291,263531.115286948,22.883333,2.366667,3.81556626650346,0.431573059082031,3549,5.77553585530674
"yambendo",30,12,18,0.4,2515820.49192798,252390.058967901,22.6,2.266667,0.730748000642607,0.385104400634766,3689,4.33832104803551
"engengele",30,2,28,0.0666666666666667,2523241.8284207,231966.6891259,22.666667,2.083333,3.46398111826719,0.358195648193359,3983,2.11834197979921
"boteku",30,3,27,0.1,2519531.10451459,233823.288113416,22.633333,2.1,4.43846783301065,0.370838653564453,3983,4.4306201889235
"yameke",30,3,27,0.1,2502833.1808956,263531.115286948,22.483333,2.366667,1.66866204696555,0.393519287109375,3544,3.4185065291418
"bolikombo",30,10,20,0.333333333333333,2515820.49192798,257960.488796171,22.6,2.316667,0.90771648037689,0.393788787841797,3545,4.36071141865785
"lundu bokome",30,14,16,0.466666666666667,2554782.31370563,243106.360456602,22.95,2.183333,3.89302210792943,0.373647033691406,3839,3.97250749520294
"bokembe",30,16,14,0.533333333333333,2519531.10451459,243106.360456602,22.633333,2.183333,0.920674183589734,0.375224090576172,3836,3.86589967178027
"mandika",30,6,24,0.2,2543650.3646263,254246.773050017,22.85,2.283333,3.86882391040568,0.400565734863281,3692,4.34437396556687
"midonga",30,8,22,0.266666666666667,2549216.33916596,257960.488796171,22.9,2.316667,6.63682872469432,0.405692718505859,3549,3.63143811428115
"bombanga i",30,11,19,0.366666666666667,2562203.65019834,274672.975282646,23.016667,2.466667,2.74902806783334,0.442416961669922,3409,4.47750320131965
"ebobi",30,10,20,0.333333333333333,2560348.28824529,269101.942696697,23,2.416667,2.20844103064873,0.455069763183594,3409,2.04662117337517
"yaliko lolo",30,12,18,0.4,2560348.28824529,246819.821546422,23,2.216667,1.10461949444675,0.375887786865234,3694,3.79420965609395
