"village","examinations","positives","negatives","prevalence","x","y","longitude","latitude","water.distance.km","elevation.km","features.index","features.distance.km"
"nambia",40,0,40,0,3037166.40274484,-913171.855485346,27.28333,-8.17528,0.719712881254576,0.779266296386719,20601,5.95535954364299
"masango",40,4,36,0.1,3217721.05083699,-369850.145233316,28.90528,-3.32056,1.05277299739992,2.707044921875,12420,4.35635019506508
"kaholohol",47,3,44,0.0638297872340425,3160948.11053242,-357275.129557077,28.39528,-3.20778,2.14311435339411,1.41637255859375,12269,2.76830834841729
"kiringye",50,3,47,0.06,3228049.27319279,-323800.419088738,28.99806,-2.9075,8.17573012225762,0.931451904296875,11695,5.67495998996991
"kinyinya",42,3,39,0.0714285714285714,3224585.01063931,-312778.32318958,28.96694,-2.80861,3.52790682779444,0.955102172851563,11551,3.89146406026707
"bifubuza",48,8,40,0.166666666666667,3209773.95238926,-342966.852289328,28.83389,-3.07944,0.45484898567719,2.84091772460937,11982,3.91360339050911
"luzira",48,0,48,0,3215494.66102113,-236824.276641398,28.88528,-2.12694,15.4009256946603,1.45661022949219,10555,4.53328524389873
"rambo",34,2,32,0.0588235294117647,3123562.57274441,-247067.470274061,28.05944,-2.21889,1.55421893985936,1.31392468261719,10690,3.11258797311106
"mushagash",42,3,39,0.0714285714285714,3183582.70259542,-314233.912355851,28.59861,-2.82167,3.80529633880513,1.144591796875,11547,4.67995665541439
"mbiza",31,0,31,0,3204362.7119418,-273898.923583959,28.78528,-2.45972,3.06411672017748,1.80421179199219,10984,4.6906866882316
"bisoma",37,3,34,0.0810810810810811,3205815.43129665,-269535.695873323,28.79833,-2.42056,5.91123865329348,1.66721447753906,10984,3.74781421904357
"miti",50,2,48,0.04,3204022.07429997,-263809.986094404,28.78222,-2.36917,3.47911408895182,1.80563269042969,10842,4.4542985337693
"mitobo",35,0,35,0,3133767.23046543,-358048.901812918,28.15111,-3.21472,2.04804400478045,0.680086730957031,12266,2.43564059178103
"mabala",50,2,48,0.04,3041310.82738708,-405940.934041144,27.32056,-3.64417,10.7877353046361,0.622841735839844,12987,3.93710402773199
"masanga",40,5,35,0.125,3035929.64320213,-396924.035788679,27.27222,-3.56333,6.31458107397642,0.619378845214844,12839,4.80923042452356
"penekusu",50,2,48,0.04,3023127.9017609,-387196.399886797,27.15722,-3.47611,0.601809887263546,0.587737487792969,12691,2.81017875485444
"lukumba",32,4,28,0.125,3026282.69612999,-331108.145615994,27.18556,-2.97306,0.976978845002461,0.607705139160156,11818,4.40349396115839
"matebo(lu",41,3,38,0.0731707317073171,3024458.16967588,-319279.561749086,27.16917,-2.86694,10.5702648845723,0.60789013671875,11674,2.43782760995081
"kazombe(m",33,2,31,0.0606060606060606,3041990.98947582,-292532.130131685,27.32667,-2.62694,5.95939291903589,0.618915283203125,11250,2.73074911963309
"lusenda",20,2,18,0.1,3239984.94899565,-433210.789349405,29.10528,-3.88861,3.47230074178522,0.782450134277344,13303,3.99900910374251
"lueba",50,18,32,0.36,3238562.28590331,-445392.377257519,29.0925,-3.99778,9.75330877665487,0.856157409667969,13605,5.6396386552407
"nakiele",50,9,41,0.18,3219514.40783367,-429770.952784048,28.92139,-3.85778,1.9422855795815,1.72432421875,13301,2.56293240211313
"kabara",50,0,50,0,3198301.36566811,-405662.071848631,28.73083,-3.64167,1.84907227664657,2.10037841796875,13003,5.60371584464255
"kanguli",38,3,35,0.0789473684210526,3147064.34364069,-461047.720527732,28.27056,-4.13806,1.40876249623676,0.883042053222656,13749,5.14024753795727
"mboko",43,5,38,0.116279069767442,3238778.24571545,-421464.756649846,29.09444,-3.78333,4.72928151535874,0.786538635253906,13155,3.69391688706512
"kaboke",38,6,32,0.157894736842105,3239181.22227212,-428345.069508521,29.09806,-3.845,0.766195267606724,0.800747375488281,13303,3.2420922055381
"ndolera",40,3,37,0.075,3222328.56456093,-319868.066600047,28.94667,-2.87222,8.37281479166794,1.05583093261719,11694,0.259769635306532
"katudu/lu",36,0,36,0,3196074.97585224,-307050.859735004,28.71083,-2.75722,7.28168144168591,1.9381767578125,11548,4.85340230243507
"mashululw",46,5,41,0.108695652173913,3179006.35832891,-309187.344945397,28.5575,-2.77639,0.269119658217842,1.41422778320312,11547,3.13184141934272
"kafunda/k",38,0,38,0,3226719.00527782,-305472.758193266,28.98611,-2.74306,2.39272912785343,1.01665905761719,11551,6.34788392997735
"byunkutu/",50,8,42,0.16,3072974.54334832,-394476.98436186,27.605,-3.54139,4.13367184501779,0.652465026855469,12696,4.75960962901915
"kasaliga/",50,11,39,0.22,3036053.20783691,-423851.110566829,27.27333,-3.80472,7.32879158374614,0.677475952148437,13134,5.67436267784924
"kiziga/ta",35,4,31,0.114285714285714,3028076.05312667,-373597.949407448,27.20167,-3.35417,8.98543321387219,0.659241088867187,12401,5.51473774398447
"kabamba",31,6,25,0.193548387096774,3213360.66638262,-244808.232470863,28.86611,-2.19861,15.5641863180503,1.5407763671875,10699,5.15679565925011
"mwanda",50,2,48,0.04,3214040.82847137,-247067.470274061,28.87222,-2.21889,14.1377995983286,1.456,10699,3.36715947047107
"bushumba",42,0,42,0,3211907.94702777,-260343.912727489,28.85306,-2.33806,4.68736877884116,1.73329370117187,10843,0.567005113642609
"irambo/mu",31,6,25,0.193548387096774,3212371.03610947,-240104.927273119,28.85722,-2.15639,16.9426780998039,1.51474279785156,10555,0.421532925522801
"bwimika",31,0,31,0,3205846.60075408,-257310.186760589,28.79861,-2.31083,1.04838560535048,1.71057482910156,10842,4.51903027774951
"bugobe",50,1,49,0.02,3200558.9249414,-282534.393779342,28.75111,-2.53722,1.7215154099738,1.95511242675781,11125,3.12520664308537
"kinjuba",36,0,36,0,3207639.95775076,-273806.443227639,28.81472,-2.45889,5.87683861609375,1.65819848632812,10985,5.9764747264242
"ntandwe",42,0,42,0,3208104.16002736,-284020.860680837,28.81889,-2.55056,4.77475722671607,2.07361401367187,11126,5.79457791379654
"mbobero",50,1,49,0.02,3210238.15466587,-275725.143879502,28.83806,-2.47611,5.52977908963091,1.50486877441406,11126,4.47310539165458
"kakanga",30,3,27,0.1,3156371.76626591,-353465.436777401,28.35417,-3.17361,0.693294396289187,1.31838647460937,12122,5.64438950553633
"kakolokel",50,7,43,0.14,3119419.26129709,-375270.619972511,28.02222,-3.36917,2.18215910080946,0.63249951171875,12555,5.25399383779037
"biselele",50,3,47,0.06,3174955.44205894,-332903.932802239,28.52111,-2.98917,5.18838416687241,1.66315185546875,11833,4.23107542035645
"lutika",30,0,30,0,3176439.33087122,-326741.961487282,28.53444,-2.93389,0.155165776974407,1.11181066894531,11833,5.32888822400077
"itabi",50,6,44,0.12,3177428.96114437,-381806.549660557,28.54333,-3.42778,0.504760167982245,1.57865942382813,12561,5.06170396658546
"bisembe",33,4,29,0.121212121212121,3137725.75155804,-355261.562370613,28.18667,-3.18972,1.25659258767075,0.712750427246094,12267,6.28942813346684
"kaundju",27,0,27,0,3185066.5914077,-243478.103880525,28.61194,-2.18667,0.339380061822507,1.68290100097656,10552,4.73762576596642
"cinene",36,0,36,0,3159958.48025927,-230110.555352351,28.38639,-2.06667,2.6264415833446,1.17986596679687,10406,2.14090688204148
"bugamba",43,4,39,0.0930232558139535,3249014.07289389,-181259.203651251,29.18639,-1.62806,26.5255136958564,1.558455078125,9707,3.3917081669558
"bushanga",42,3,39,0.0714285714285714,3256559.30797986,-182929.676579856,29.25417,-1.64306,24.8133063360234,1.61362426757812,9707,5.465119567139
"mifuti",50,38,12,0.76,3155629.26526232,-187012.365444823,28.3475,-1.67972,0.530067209362767,0.897647766113281,9838,4.51705260612982
"makongo",43,33,10,0.767441860465116,3134137.92436977,-191745.529544337,28.15444,-1.72222,5.40187293970764,0.741597290039062,9836,2.83218097959758
"mikolo",50,23,27,0.46,3105010.06640881,-221229.495557479,27.89278,-1.98694,0.604039373021625,1.14340051269531,10257,3.26154402311485
"samputi",50,26,24,0.52,3081632.97334222,-177669.95605064,27.68278,-1.59583,0.167442170034153,0.812310791015625,9690,2.17854443484854
"tulakwa",50,24,26,0.48,3112214.66385295,-174855.838238438,27.9575,-1.57056,2.43594879148825,0.648137634277344,9693,4.94881328740208
"lowa",50,39,11,0.78,3124800.44548203,-175442.713166843,28.07056,-1.57583,4.07808845712362,0.737540771484375,9694,5.14064328055048
"makoi",50,46,4,0.92,3136519.04827784,-176556.331918261,28.17583,-1.58583,0.81516842442922,1.13118029785156,9695,5.50178967602772
"tandaluka",50,11,39,0.22,3157422.622259,-173742.2276382,28.36361,-1.56056,1.75084842749814,1.27111608886719,9557,6.09787864418615
"mianga",46,46,0,1,3171368.72806558,-177236.755621505,28.48889,-1.59194,0.012424760590597,1.06617626953125,9699,2.66197853944408
"ntoto",50,27,23,0.54,3176872.3636904,-163286.791328223,28.53833,-1.46667,1.85520899640485,1.19497790527344,9415,5.92728870404132
"shekatiti",50,50,0,1,3176872.3636904,-167214.347690276,28.53833,-1.50194,2.07103869675998,1.20067321777344,9558,5.4492125422277
"mokombo",50,28,22,0.56,3143136.9920055,-160471.728143852,28.23528,-1.44139,2.34599021929795,0.987333190917969,9412,1.25332529852079
"loba",50,23,27,0.46,3097155.36313843,-156419.5617813,27.82222,-1.405,0.128686983323274,0.725170837402344,9408,5.97242124737837
"matenda",50,28,22,0.56,3067253.83471645,-130315.208836954,27.55361,-1.17056,1.32621188786513,0.661805358886719,8975,4.85045643849126
"olema",50,9,41,0.18,3110760.83130319,-141016.546709889,27.94444,-1.26667,3.65884675590074,0.875400817871094,9122,1.79053134693538
"idambo",50,27,23,0.54,3110760.83130319,-148222.99664359,27.94444,-1.33139,6.41662527719,0.681778991699219,9266,2.05627505026786
"wenga",50,14,36,0.28,3125480.60757078,-150449.996759392,28.07667,-1.35139,1.26024373330207,0.808110412597656,9267,3.46446405647826
"byungu",46,28,18,0.608695652173913,3153032.18154212,-156203.537111811,28.32417,-1.40306,3.40707180315753,1.0909833984375,9413,3.72375653549427
"kembe",26,19,7,0.730769230769231,3141683.15945574,-134273.468114955,28.22222,-1.20611,2.53422411670193,0.881150634765625,8982,4.48805407868516
"mutera",50,10,40,0.2,3190478.94505006,-131799.410924485,28.66056,-1.18389,2.34943933232101,1.27490454101563,8987,2.55752423061118
"misao",47,11,36,0.234042553191489,3173965.81178579,-128180.77602306,28.51222,-1.15139,6.38633564251392,1.02187835693359,8985,2.48954571051597
"misoke",50,49,1,0.98,3227585.07091619,-131799.410924485,28.99389,-1.18389,3.05071188619644,1.71013293457031,8991,4.91583214602953
"bironga",50,32,18,0.64,3187880.74813495,-123356.364592992,28.63722,-1.10806,0.297897953555727,1.04518615722656,8846,5.49890676477741
"kiriba",44,5,39,0.113636363636364,3191282.67177359,-116954.357755019,28.66778,-1.05056,2.29622226145295,1.05813488769531,8846,2.95710472941371
"buheri",44,39,5,0.886363636363636,3282069.28249005,-72359.2211479382,29.48333,-0.65,2.57713638392011,0.916140808105469,8308,7.44352340259806
"buhimba",50,2,48,0.04,3219916.27119544,-99943.3889981524,28.925,-0.89777,0.226385057551073,1.62066821289062,8573,2.1654443922877
"murungi",50,3,47,0.06,3117286.37985349,87263.8447918475,28.00306,0.78388,2.34379574875791,0.658153686523438,6030,5.61750255191967
"maruho",50,1,49,0.02,3216484.29129428,-88810.2198196024,28.89417,-0.79777,0.116304809910767,1.77709765625,8436,4.51752723388148
"mangwa",50,2,48,0.04,3216267.21828723,-27705.2819944219,28.89222,-0.24888,1.98105303272417,1.20332434082031,7648,4.68572959503685
"ndongi",31,15,16,0.483870967741935,3223534.15464622,73194.1716800621,28.9575,0.6575,5.1030077271449,0.905086730957031,6310,3.33232121222491
"mashao",50,2,48,0.04,3213453.06155998,-71028.8691893608,28.86694,-0.63805,3.08340166334439,1.81142041015625,8169,1.84297135534114
"buluko",41,41,0,1,3176037.46750945,-83986.3036221413,28.53083,-0.75444,0.597851908436749,1.03887133789062,8297,5.76076129185621
"tuberi",34,32,2,0.941176470588235,3195890.18549753,64998.3492953769,28.70917,0.58388,4.51181307531859,1.03523425292969,6441,6.13104840858332
"sake",50,23,27,0.46,3194745.82113217,56340.6401714323,28.69889,0.50611,3.72494386442948,0.920696533203125,6441,4.68992066629913
"ndiba",30,29,1,0.966666666666667,3190818.46949698,48671.5801332966,28.66361,0.43722,2.82366133042315,0.972852966308594,6575,1.97786679886373
"mambao",47,11,36,0.234042553191489,3169914.89551582,46878.1728211818,28.47583,0.42111,2.04276735605162,0.91331103515625,6573,3.96126894575447
"kongomani",50,10,40,0.2,3162833.86270646,51145.1749605171,28.41222,0.45944,3.74259423435404,0.890394104003906,6572,1.21291718328647
"kenia-lut",20,20,0,1,3154484.90089697,50247.9115208698,28.33722,0.45138,5.312723247459,0.8412578125,6571,2.4082905194226
"mandere",29,27,2,0.931034482758621,3141220.07037404,49011.1145350156,28.21806,0.44027,5.83997199852498,0.834100830078125,6570,1.46339118924754
"mangobo",25,14,11,0.56,3130551.21037641,38683.7602115773,28.12222,0.3475,4.21076533226788,0.770131530761719,6703,2.14922103927563
"ngumba",45,6,39,0.133333333333333,3182624.24177969,44403.4771672736,28.59,0.39888,0.64362703864899,0.8808564453125,6708,4.24164864039576
"kakoro",50,33,17,0.66,3269515.78351329,-153264.951179829,29.37056,-1.37667,1.69832754429183,1.70769592285156,9282,4.30667695751591
"inkokwe",34,0,34,0,3278760.86722367,-148995.763623043,29.45361,-1.33833,8.40911968568977,1.81300817871094,9283,3.41304808147838
"tshienger",50,2,48,0.04,3283832.58322421,-139315.174134315,29.49917,-1.25139,0.721667126470254,1.54934045410156,9139,1.82189211895906
"kirambo",43,15,28,0.348837209302326,3290325.84912218,-133128.852308917,29.5575,-1.19583,8.75516436325701,1.64596337890625,8997,3.75899601321525
"katale",44,13,31,0.295454545454545,3284605.14049032,-134149.87612288,29.50611,-1.205,5.30327035847583,1.68290698242187,8996,5.02875330460543
"muhondo",50,14,36,0.28,3251549.93089416,-123819.54061341,29.20917,-1.11222,0.323651342964642,1.51986303710938,8852,4.05125124676604
"murumba",32,8,24,0.25,3286398.497487,-125489.651895267,29.52222,-1.12722,7.26278488334402,1.4305517578125,8996,6.10547591819677
"mugogo",34,12,22,0.352941176470588,3285935.4084053,-119767.885693702,29.51806,-1.07583,1.79813286095996,1.23559228515625,8855,3.85842273689636
"buma",30,9,21,0.3,3292026.8109415,-110798.521846772,29.57278,-0.99527,1.21522080095489,1.42259375,8717,0.997052664562833
"buhimba",50,14,36,0.28,3280585.39367777,-124593.357778355,29.47,-1.11917,7.2406675404522,1.21860083007813,8855,5.01750248674626
"kiseguro",50,15,35,0.3,3277214.63949655,-110118.257757037,29.43972,-0.98916,5.16664081439043,1.05240441894531,8716,4.87272947085574
"busagire",50,8,42,0.16,3270041.21150983,-107551.969906027,29.37528,-0.96611,2.65190436424949,0.992252319335937,8715,3.03496050326689
"kivungira",50,1,49,0.02,3281265.55576652,-103159.816767822,29.47611,-0.92666,1.54067966160004,1.04669592285156,8579,3.45378571125236
"humule",37,6,31,0.162162162162162,3290202.2844874,-101026.662069254,29.55639,-0.9075,5.25608727380118,1.23392419433594,8580,2.23899063635786
"kyavinyon",50,0,50,0,3295056.9274809,-15614.8005716029,29.6,-0.14027,4.40919298942844,0.925406860351562,7523,5.13983997444702
"kisisi",50,0,50,0,3273690.26441804,-7544.12365014702,29.40806,-0.06777,0.867178895581134,2.23008374023438,7387,2.77551977283944
"mikondero",50,3,47,0.06,3283121.25167804,-6616.83171964431,29.49278,-0.05944,6.16455634775459,1.51730310058594,7388,3.35263729656443
"kalengehy",50,3,47,0.06,3273349.62677621,-4823.47399584252,29.405,-0.04333,0.848597730927232,2.11734765625,7387,5.13929067379953
"bwino",50,7,43,0.14,3277400.54304618,-11966.8522813018,29.44139,-0.1075,4.08661082733532,2.443734375,7388,5.15305426889887
"masambo",48,7,41,0.145833333333333,3281234.3863091,13821.438794229,29.47583,0.12416,1.86413374965221,1.11242431640625,7122,3.72087541319353
"kikyo",50,6,44,0.12,3273008.98913438,-18893.1716070425,29.40194,-0.16972,0.643737382192063,2.6389052734375,7521,1.30217219326649
"misugho",50,24,26,0.48,3247932.04744338,19232.6975704692,29.17667,0.17277,4.55579025332368,1.68605529785156,6984,4.2558427968306
"kisima",50,5,45,0.1,3299107.84375087,39827.0330368535,29.63639,0.35777,3.90783172407999,0.960249145507812,6720,2.99229115108073
"soma",31,4,27,0.129032258064516,3280647.73259262,39425.161919257,29.47056,0.35416,3.61029370136299,0.955442260742188,6718,1.62460740710743
"kiavarang",50,44,6,0.88,3254950.7413379,33982.6617337712,29.23972,0.30527,1.48164337704437,1.21505126953125,6849,4.75256100930975
"mbombi",50,3,47,0.06,3254796.00724569,34415.7007779867,29.23833,0.30916,1.43939228192194,1.22617651367187,6849,5.01871180831122
"mukulia",44,1,43,0.0227272727272727,3271679.83441431,-45084.7692152957,29.39,-0.405,12.6680694935219,0.920747619628906,7784,5.29695031101141
"murambi",48,1,47,0.0208333333333333,3313424.64346179,39548.7289220568,29.765,0.35527,1.13226889247527,1.37453918457031,6721,1.49544283249038
"lubena",50,15,35,0.3,3242211.33881151,53865.9155226719,29.12528,0.48388,1.06413225146075,0.930701599121094,6580,3.67110947370885
"irango",50,8,42,0.16,3260763.84514712,55876.419932911,29.29194,0.50194,2.59545612439542,1.01047509765625,6448,4.51601671185054
"kikingi",50,4,46,0.08,3319639.61063278,61628.5422494942,29.82083,0.55361,6.544306330827,0.925067077636719,6454,2.82668260537356
"kisegeta",35,3,32,0.0857142857142857,3329411.23553461,68586.373261311,29.90861,0.61611,2.98656361282002,0.97075732421875,6321,3.11480624491838
"mununzi",46,22,24,0.478260869565217,3255476.16933444,67812.6585710327,29.24444,0.60916,2.62768049323338,0.875397521972656,6313,4.15207194178523
"mabasele",38,8,30,0.210526315789474,3286739.13512882,78945.3457822672,29.52528,0.70916,5.43639002264001,1.05039587402344,6181,4.82715836531613
"linzosese",39,31,8,0.794871794871795,3295458.79084266,89429.2166089712,29.60361,0.80333,6.24763293231284,1.11000354003906,6047,3.46777039198223
"tungudu",40,25,15,0.625,3303591.79284002,83615.5777212966,29.67667,0.75111,1.67466214463312,0.765357421875,6183,3.73885846393365
"atonza",30,19,11,0.633333333333333,3308168.13710653,96542.1750781512,29.71778,0.86722,1.02073157813337,1.14857934570313,5912,5.35163252838239
"miano",32,18,14,0.5625,3204084.41321482,-187476.76777184,28.78278,-1.68389,6.81902347833843,1.63086450195312,9843,3.07234144925215
"lutobogo",50,0,50,0,3233088.70654101,-175103.060513344,29.04333,-1.57278,12.5681715050606,1.55181481933594,9705,4.80731230858089
"kinyatsi-",50,6,44,0.12,3222358.62082344,-171607.450893341,28.94694,-1.54139,2.12209877330658,1.99900720214844,9563,1.82652940670641
"karambi",30,1,29,0.0333333333333333,3203373.08166865,-171266.690193267,28.77639,-1.53833,2.99266598669166,2.11058447265625,9561,1.95514852911847
"kiangitso",31,0,31,0,3184727.06696078,-170339.066316376,28.60889,-1.53,5.05451372861034,1.75645922851563,9559,2.7036534460765
"bibatama",30,0,30,0,3232099.07626785,-161924.91149137,29.03444,-1.45444,5.48771675214483,2.19285815429688,9421,2.12228443072424
"mashango",50,0,50,0,3200929.61884574,-136407.943214091,28.75444,-1.22528,0.399680549595833,1.27442333984375,9131,3.58349826951112
"kunene",32,0,32,0,3233088.70654101,-167339.068401213,29.04333,-1.50306,10.8733102407452,1.88095983886719,9564,2.66325746273126
"miriki",50,0,50,0,3236706.58999179,-80738.8432985264,29.07583,-0.72527,4.65788137675753,1.54907482910156,8303,4.72314166212433
"musanga",50,4,46,0.08,3245365.01998569,-79286.009630431,29.15361,-0.71222,2.88516659259102,1.65664807128906,8304,3.32823453255006
"mukumomol",41,2,39,0.0487804878048781,3231295.34954433,-77028.2808474704,29.02722,-0.69194,9.92229942249622,1.8698544921875,8303,2.88250359450334
"busekera",45,2,43,0.0444444444444444,3230738.75209036,-67132.4584233354,29.02222,-0.60305,4.51585259289214,1.95709423828125,8171,2.98692087769244
"luofu",50,0,50,0,3242427.29862365,-68925.9174361598,29.12722,-0.61916,0.0577670903973991,1.57986853027344,8172,0.944154330956976
"kayna",50,0,50,0,3246818.85253545,-68647.60252435,29.16667,-0.61666,4.14743824253728,1.68616442871094,8172,4.88038439899739
"mwimbwe",47,6,41,0.127659574468085,3254672.44261091,-74554.5871068593,29.23722,-0.66972,1.33794604795892,1.55152697753906,8173,5.41439070226938
"kisangani",46,0,46,0,3257610.16397295,-66668.2306107776,29.26361,-0.59888,1.42216867401289,1.66364074707031,8174,5.45701879603363
"musenge",50,0,50,0,3258074.36624956,-59586.8506049419,29.26778,-0.53527,1.1897731373275,1.3663876953125,8043,4.00859463129749
"mohanga",50,10,40,0.2,3217133.28392561,-46382.7878480254,28.9,-0.41666,6.31735888921459,1.58926574707031,7909,6.01147394521649
"kavingu",50,3,47,0.06,3234882.06353769,-45208.3369455544,29.05944,-0.40611,2.6844570663301,1.863404296875,7910,5.38294731201931
"kaseghe",50,2,48,0.04,3248951.73397905,-55196.2320597534,29.18583,-0.49583,0.0553311605243172,2.14473999023437,8042,5.56669572207022
"luseke",50,21,29,0.42,3253682.81233776,-45547.8699855745,29.22833,-0.40916,0.476112652773191,1.93601440429687,7912,4.54775724337356
"kalimba",50,19,31,0.38,3263330.87260481,-41590.3696923635,29.315,-0.37361,4.99495823127735,1.68877490234375,7783,2.18345051653381
"isolu",50,0,50,0,3269515.78351329,-35528.9124214643,29.37056,-0.31916,5.46894416718092,1.76798608398438,7784,4.98258652936078
"hangi",50,8,42,0.16,3273473.19141099,-32498.7527658251,29.40611,-0.29194,7.98398215377303,1.7962109375,7654,3.03602265526618
"kilalo",50,3,47,0.06,3236800.09836405,-22479.9045125857,29.07667,-0.20194,2.62161377258592,1.80093835449219,7517,5.42895147445193
"balonge",50,15,35,0.3,3252198.92352549,-11471.4797109536,29.215,-0.10305,1.19085315116162,1.82295812988281,7385,1.67317702588482
"nguva",50,6,44,0.12,3254796.00724569,-8441.35945117905,29.23833,-0.07583,4.72822507008237,1.84955139160156,7385,3.04065458915566
"supa",50,11,39,0.22,3209588.04883964,16573.2644395458,28.83222,0.14888,4.04700708773633,1.22539855957031,6980,4.39646803240474
"kialamahi",33,3,30,0.0909090909090909,3236551.85589958,21613.8336995371,29.07444,0.19416,4.59087254427854,1.58425036621094,6982,4.693584644836
"somea",49,20,29,0.408163265306122,3209805.12184669,25478.872816908,28.83417,0.22888,0.725780000252574,1.24066442871094,6845,5.23691267927604
"ombole",50,11,39,0.22,3185407.22904952,31138.4116584677,28.615,0.27972,1.76171625617137,1.12926416015625,6842,3.46052591788651
"biaboye",45,19,26,0.422222222222222,3196879.81577068,42270.5464793393,28.71806,0.37972,2.69870629996272,0.979357543945312,6709,5.23107859487095
"mbunia",32,14,18,0.4375,3215896.52438289,48021.4556301382,28.88889,0.43138,2.6985213128199,1.1095009765625,6577,4.39565652654641
"ilambula",50,2,48,0.04,3258383.83443396,-18985.5671917476,29.27056,-0.17055,1.91872165246696,2.35454125976562,7520,3.78263148547786
"vurangwa",50,4,46,0.08,3230738.75209036,-13017.7102912012,29.02222,-0.11694,2.97934612924987,1.19281848144531,7383,3.48243045817266
"masingi",31,6,25,0.193548387096774,3226595.44064303,22015.6994118776,28.985,0.19777,6.96936468371503,1.14113110351563,6981,4.87049648771098
"mobisio",31,13,18,0.419354838709677,3215061.62820194,47311.2174449916,28.88139,0.425,3.56472265127915,1.11463500976563,6577,4.15167323427449
"masumo",50,20,30,0.4,3245241.45535091,-3988.5776150881,29.1525,-0.03583,1.88862883015796,1.73656518554687,7251,5.24729503767821
"vusa",50,13,37,0.26,3246848.90879796,5658.37045924585,29.16694,0.05083,2.55789276726824,1.52429858398438,7118,6.58568618355649
"lubao",35,1,34,0.0285714285714286,2891183.13571345,-546379.669529537,25.97194,-4.90222,2.82860446079944,0.525612731933594,15248,3.53788968050543
"tambwe ki",35,4,31,0.114285714285714,2944029.83757774,-551346.153491854,26.44667,-4.94667,4.14584733072758,0.565734802246094,15253,2.48900375562464
"lubunda",50,3,47,0.06,2957480.5716503,-552028.861542189,26.5675,-4.95278,0.473091340937971,0.586555725097656,15255,5.10725801501544
"kibamba",50,2,48,0.04,2898883.10489162,-544145.139051774,26.04111,-4.88222,2.68509070038799,0.554904663085938,15063,5.39057567681668
"mwana kio",50,4,46,0.08,2944492.92665944,-529498.311800916,26.45083,-4.75111,6.65236672968137,0.560559875488281,14886,2.4348895207008
"mowe muya",39,2,37,0.0512820512820513,2934722.41495252,-524068.60445023,26.36306,-4.7025,3.50037154396463,0.567191833496094,14710,5.0194680264704
"tambwe ki",41,12,29,0.292682926829268,2956583.3365545,-522517.169701815,26.55944,-4.68861,2.97647682207569,0.613418212890625,14712,5.26059938447405
"lutumbi",50,0,50,0,2985000.97616421,-520717.812089198,26.81472,-4.6725,3.65340399728165,0.488620544433594,14715,3.06368340135279
"kitete lu",50,1,49,0.02,2976003.02172339,-517087.948817199,26.73389,-4.64,1.85652721741597,0.512680297851563,14714,4.773113900131
"pene weng",30,0,30,0,2923157.43305401,-500460.825788947,26.25917,-4.49111,5.19068020334176,0.56051806640625,14369,1.26495168440057
"muana kus",31,2,29,0.0645161290322581,2985000.97616421,-495064.362515123,26.81472,-4.44278,5.12280921539253,0.732561157226562,14375,5.56785638888615
"olimba",30,2,28,0.0666666666666667,3042794.71619935,-489078.755057932,27.33389,-4.38917,3.19115280581293,0.624339599609375,14214,1.01934583358402
"kanana",30,2,28,0.0666666666666667,2998576.38806645,-492241.772590993,26.93667,-4.4175,0.212829873516677,0.597235290527344,14210,4.26663378246098
"salala",50,2,48,0.04,2968148.31845301,-487620.658961275,26.66333,-4.37611,2.73910875844825,0.598991882324219,14207,4.49412310823795
"tosanya",39,0,39,0,2913138.67888261,-484023.535092668,26.16917,-4.34389,1.90085641320022,0.533157592773438,14039,4.35223690249137
"pene ngon",30,3,27,0.1,2921364.07605733,-473883.863082069,26.24306,-4.25306,1.10457832880997,0.478130187988281,13881,4.14294906478858
"mbaruku",35,1,34,0.0285714285714286,2976683.18381214,-482907.140609411,26.74,-4.33389,3.4434028444874,0.598990783691406,14045,5.55453973809003
"yamba yam",43,20,23,0.465116279069767,2955687.21465362,-466782.452328657,26.55139,-4.18944,2.37803598545089,0.5362080078125,13884,4.70688396459149
"mingila",50,4,46,0.08,2940782.6480313,-461729.663018537,26.4175,-4.14417,0.963241534206167,0.547680480957031,13729,2.32136775645366
"kalongoso",50,19,31,0.38,2933515.71167232,-455870.262755827,26.35222,-4.09167,5.85121719242698,0.533247253417969,13728,4.18734521614796
"kapomo",50,6,44,0.12,2924053.55495489,-454846.860382741,26.26722,-4.0825,2.149251417135,0.539516662597656,13727,5.3354428649957
"sungu kov",33,0,33,0,2934041.13966886,-438231.860280244,26.35694,-3.93361,4.44878029342236,0.615908325195312,13421,2.51494470578505
"kipaka mu",50,10,40,0.2,2954233.38210386,-446972.519754207,26.53833,-4.01194,1.83208717464583,0.669474731445313,13576,3.55802129639889
"ngoma",33,1,32,0.0303030303030303,2978600.1054436,-451251.094187537,26.75722,-4.05028,1.56397062249179,0.576137268066406,13579,3.76663238953998
"kayoo",30,9,21,0.3,3000369.74506313,-451591.469378138,26.95278,-4.05333,2.92495373751531,0.638478515625,13581,2.47280395776602
"kimbalang",50,17,33,0.34,2998915.91251337,-427105.527944072,26.93972,-3.83389,2.45271675109501,0.667351257324219,13279,4.15551848200492
"ndjendjel",31,6,25,0.193548387096774,2962304.04518637,-426082.44411714,26.61083,-3.82472,5.11661145351842,0.595807434082031,13275,3.7272092762644
"kimwanga",50,1,49,0.02,2973188.86499613,-415173.94429689,26.70861,-3.72694,1.69723803508319,0.623010314941406,13128,4.76042844064698
